COMPANY NAME,WEBSITE,STREET ADDRESS,CITY,STATE,ZIP,PHONE,EMAIL,INTERNSHIP MENTOR,INTERNSHIP TOPIC,MAJORS,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
International Auto Tech,http://www.edgewaterint-autobody.com/,352 Old River Road,Edgewater,NJ,7020,2013132227,njautotech@yahoo.com,Min Jae Kim,Automotive Tech and Repair,"Computer Science, Automotive Engineering",,,,,,,,,,,,,,,,
Hackensack University Medical Center,,30 Prospect Avenue,Hackensack,NJ,7601,551-996-3171,cdipasquale@hackensackumc.org,Cathy DiPasquale,Hackensack University Medical Center,"Computer Science, Medical",,,,,,,,,,,,,,,,
"Sweet Grace, Cake Designs",http://www.sweetgrace.net/,312 A St. Nicholas Avenue,Haworth,NJ,7641,917-533-7425,designer@sweetgrace.net,Lisa Rochelle Freda,Specialty Cake Design and Decoration,Commercial Arts,,,,,,,,,,,,,,,,
Lodi Police Department,http://www.lodipd.org/,1 Memorial Drive,Lodi,NJ,7644,9734737600 x120,rsalerno@lodipd.org,Robert Salerno,Records Division,Research/Other,,,,,,,,,,,,,,,,
Buckingham at Norwood,http://www.windsorhealthcare.org/buckingham,100 McClellan Street,Norwood,NJ,7661,201-768-6222,buckingham@windsorhealthcare.org,Jaeeun Kim,Assistant at Care & Rehabilitation Center,Computer Science,,,,,,,,,,,,,,,,
Cignium Technologies,cignium.com,2200 Fletcher Avenue 4th Floor,Fort Lee,NJ,7644,201-696-1053,Carlos.Rodriguez@cignium.com,Carlos Rodriguez,IT,Computer Science,,,,,,,,,,,,,,,,
Pixel Light,,205 Chubb Ave.,Lyndhurst,NJ,7071,201 804 0606,info@pldm.com,Rick Handley,Assorted comercial art tasks,Commercial Arts,,,,,,,,,,,,,,,,
Ridgefield Memorial HS,Ridgefieldschools.com,555 Walnut St,Ridgefield,NJ,7657,(201)945-4455 ext. 240,tbannon@ridgefieldschools.com,Tom Bannon,Ridgefield Athletics,Research/Other,,,,,,,,,,,,,,,,
Bergen County Academies,www.bergen.org,200 Hackensack Avenue ,Hackensack ,NJ,7601,201-343-6000,frafuc.bergen.org,Frank Fuchs,MSG Varsity Intern,Computer Science,,,,,,,,,,,,,,,,
Maywood Public Library,,495 Maywood Ave,Maywood,NJ,7607,201-845-2915,maywcire@bccls.org,Ratna Chowdhury,Library Volunteer Work,Research/Other,,,,,,,,,,,,,,,,
Garfield YMCA,http://www.garfieldymca.com/,33 Outwater Lane,Garfield,NJ,7026,201-772-7450,smaniaymca@optonline.net,Susan Mania,S.A.M.,Research/Other,,,,,,,,,,,,,,,,
Femmebot,femmebot.com,203 E. Ridgewood Ave.,Ridgewood,NJ,7450,201-857-3720,bridgettep@femmebot.com,Carol Woerner,Fashion Boutique,Fashion,,,,,,,,,,,,,,,,
Hackensack UMC,,30 Prospect Ave,Hackensack,NJ,7601,551-996-3171,EIhde@hackensackumc.org,Erin Ihde,Deidre Environmental Science,Research/Other,,,,,,,,,,,,,,,,
Westside YMCA,http://www.ymcanyc.org/westside,5 W. 63rd st.,New York,NY,7407,212-912-2611,wsloan@ymcanyc.org,Wyndy Sloan,Development Departmen,Commercial Arts,,,,,,,,,,,,,,,,
Maywood Public Library,http://maywood.bccls.org/,459 Maywood Avenue ,Maywood,NJ,7607,201-845-2915,maywcirc@bccls.org,Ratna Chowdhury,Library Volunteer,Research/Other,,,,,,,,,,,,,,,,
Saddlebrook Board of Education,,355 Mayhill Street,Saddlebrook ,NJ,7663,(201)843-2880,Shlavacek@saddlebrookschools.org,Scott Hlavacek ,Computer Science ,"Computer Science, Research/Other",,,,,,,,,,,,,,,,
Bergen County Academies,,200 Hackensack Avenue,Hackensack,NJ,7601,201-343-6000,JDEFALCO@bergen.org,Joe DeFalco,Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
NJ Transit,www.njtransit.com,One Penn Plaza East,Newark,NJ,7105,973-491-7861,JKemp@NJTransit.com,James Kemp,NJ Transit Bus Network,Computer Science,,,,,,,,,,,,,,,,
Happy Times Day Care,,379 Main Ave.,Wallington,NJ,7057,(201)615-9740,agolonek@yahoo.com,Agnieszka Golonek,Child Day Care Internship,Research/Other,,,,,,,,,,,,,,,,
Suffern Furniture Gallery,http://www.suffernfurnituregallery.com/,110 Lafayette Ave,Suffern,NY,10901,914-772-2016,kevinf12561@gmail.com,Kevin Frame,Computer Programming/Small Business Operations,"Computer Science, Business & Finance",,,,,,,,,,,,,,,,
WRCR AM1300,wrcr.com,5 Provindent Bank Park,Pomona,NY,10970,8453625070,kerry@wrcr.com,Kerry Potter-Kotecki,Radio,Research/Other,,,,,,,,,,,,,,,,
"Goodyear Motors, Inc.",goodyearmotors.com,86 US 46,Lodi,Nj,7644,9737770978,info@goodyearmotors.com,Robert Bonnano,Assistant Secretary,Research/Other,,,,,,,,,,,,,,,,
Wrightson ICAP,http://www.wrightson.com/,Harborside Plaza,Jersey City,NJ,7311,(212) 815-6540,admin@wrightson.com,Louis Crandall,Federal Reserve Analysis,Research/Other,,,,,,,,,,,,,,,,
Lamont Doherty Earth Observatory of Columbia University,ldeo.columbia.edu,61 Rt 9W,Palisades,NY,10964,845-359-2900,ncb@ldeo.columbia.edu,Nicholas Christie-Blick,Sedimentary Geology and Tectonics,Medical,,,,,,,,,,,,,,,,
Bergen County Department of Data Processing,,One Bergen County Plaza,Hackensack,NJ,7601,(201) 336-6666,cguerra@co.bergen.nj.us,Cesar  Guerra,IT Department,"Computer Science, Commercial Arts",,,,,,,,,,,,,,,,
Van Saun County Park / Bergen County Zoological Park ,www.co.bergen.nj.us/index.aspx?NID=437,216 Forest Avenue,Paramus,NJ,7652,201-261-7312,IEgan@co.bergen.nj.us,Irene Egan,Zookeeper Assistant,Research/Other,,,,,,,,,,,,,,,,
"Tempio & Ramos, L.L.C.",Tempioandramos.com,"102 Belmont Avenue, 1st Floor",Garfield,Nj,7026,973-928-4066,Info@tempioandramos.com,Charles Tempio,Law Firm,Law,,,,,,,,,,,,,,,,
Buddies of New Jersey,http://www.njbuddies.org/,149 Hudson Street,Hackensack,NJ,7601,(201) 489-2900,mark@njbuddies.org,Mark Anderson,HIV/AIDS Resource Center,Computer Science,,,,,,,,,,,,,,,,
Valley Program,,155 Parkway,Harrington Park,NJ,7640,201-767-7224,saxon@nvnet.org,Elizabeth Saxon,Early Childhood Education,Research/Other,,,,,,,,,,,,,,,,
Sweet Grace,sweetgrace.ent,312 Saint Nicholas Avenue,Haworth,NJ,6741,917-533-7425,designer@sweetgrace.net,Lisa Rochelle,Baking & Pastry,Culinary,,,,,,,,,,,,,,,,
Rolling Stone Magazine,Rollingstone.com,1290 6th Avenue,New York,NY,10104,212-484-1616,Alison.Weinflash@rollingstone.com,Alison Weinflash,Editorial Intern,Computer Science,,,,,,,,,,,,,,,,
Gale International,http://www.galeintl.com/,540 Madison Avenue 38th Floor,New York,NY,10022,(212) 586-1870,info@galeintl.com,Derek Hsiang,Global Real Estate Development,Research/Other,,,,,,,,,,,,,,,,
"Bastarrika, Soto, Gonzalez & Somohano, LLP.",http://www.bgsglaw.com,90 Main Street  Suite 308 ,Hackensack,NJ,7601,201-212-4572 ,jgonzalez@bsgslaw.com,Jerard Gonzalez,Internship ,Research/Other,,,,,,,,,,,,,,,,
Liberty Science Center,lsc.org,222 Jersey City Blvd.,Jersey City,NJ,7305,201-253-1297,volunteer@lsc.org,Juliann Muller,Exhibition Guide,Computer Science,,,,,,,,,,,,,,,,
Compassionate Pediatrics,rakshaguptamd.com,952 Main St.,Hackensack,NJ,7601,201-488-2200,januarybaby1982@aol.com,Raksha Gupta,Shadowing a Pediatrician,Research/Other,,,,,,,,,,,,,,,,
Spotless Quick Lube,http://www.spotlessautolaundries.com/,424 River Street ,Hackensack ,NJ,7601,201 487 3302,spotless424@outlook.com,Michael  Lokitz,Automotive Engineering ,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
BlueSpire Marketing,http://www.bluespiremarketing.com,"1 Paragon Drive, Suite 150B",Montvale,NJ,7645,2017406121,serge.suponitskiy@bluespiremarketing.com,Serge  Suponitskiy,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Secaucus High School,http://shsms.org/,11 Millridge Road,Secaucus,NJ,7094,2019742025,tim@njctl.org,Tim Panebianco,NJCTL Intern,Research/Other,,,,,,,,,,,,,,,,
Dassault Procurement Services,http://www.dassaultprocurement.com/american_version/index.html,900 Huyler,Teterboro,NJ,7608,201 261 4130,Everett.D'Souza@dps.falconjet.com,Everett  D'Souza,Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Oradell Animal Hospital,http://www.oradell.com,580 Winters Avenue,Paramus,NJ,7652,201-262-0010,info@oradell.com,Margaret Monza,Animal Care,Research/Other,,,,,,,,,,,,,,,,
Holy Name Medical Center ,http://www.holyname.org/,718 Teaneck Road,Teaneck,NJ ,7666,(201) 833-3000 ,berthou@holyname.org,Marie Berthou,Courtesy Desk Volunteer/ Shadowing Healthcare Professionals ,Medical,,,,,,,,,,,,,,,,
Nu Products Seasoning Co.,nuproductsseasoning.com,74 Louis Court,S. Hackensack,NJ,7606,(201) 440-0065,mark@nu-spice.com,Mark Bento,Food Science,"Culinary, Research/Other",,,,,,,,,,,,,,,,
Future Pediatric,,240 North 8th Street,Prospect Park,NJ,7508,973-942-2131,futurepediatric@gmail.com,Fouad Rasheed,Shadow a doctor,Research/Other,,,,,,,,,,,,,,,,
American Museum of Natural History,amnh.org,Central Park West at 79th St. ,New York,NY,10024-5192,212-769-5100,marnold@amnh.org,Margaret  Arnold,"Herpetology, Biology, Natural Sciences","Medical, Research/Other",,,,,,,,,,,,,,,,
David E. Owens Middle School - New Milford Board of Education,http://www.newmilfordschools.org/school_sites/DEO/Main_files/Main.html,470 Marion Avenue,New Milford,NJ,7646,201-887-6131,jmuratore@newmilfordschools.org,Justin Muratore,Art Teacher Assistant,Commercial Arts,,,,,,,,,,,,,,,,
The Robert Zubowski Center for Plastic and Reconstructive Surgery,http://www.drzubowski.com/ ,1 Sears Drive,Paramus,NJ,7652,201-261-7550,contactus@drzubowski.com,Robert Zubowski,Healthcare,Medical,,,,,,,,,,,,,,,,
Holiday Inn,www.holidayinn.com,283 State Highway Route 17 South,Hasbrouck Heights,NJ,7604,(201)288-9600,HiHHAC@aol.com,Maria Cancel,Business/accounting,Business & Finance,,,,,,,,,,,,,,,,
Karen Houghton Interiors,karenhoughtoninteriors.com,41 N. Broadway,Nyack,NY,10960,845- 358-0133,Andrea@karenhoughtoninteriors.com,Andrea Ackerman,Interior Design,Commercial Arts,,,,,,,,,,,,,,,,
BlueSpire Marketing,http://www.bluespiremarketing.com/home,"1 Paragon Dr, Suite 150B",Montvale,NJ,7645,(800)7276397,serge.suponitskiy@bluespiremarketing.com,Serge Suponitskiy,Business (Marketing),"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
The Fig Leaf,,98 W Pleasant Ave,Maywood,NJ,7607,201-880-5514,thefigleafboutiqye@me.com,Lynn Primavera,"Learning how to manage, own, and run a small boutique ",Research/Other,,,,,,,,,,,,,,,,
New Horizon Financial,http://newhorizonfinancial.com/,320 Palisade Ave.,Bogota,NJ,7603,201-489-1118,nhf@ae.cadaretgrant.com,George Oviedo,Finance,Business & Finance,,,,,,,,,,,,,,,,
Meadowlands Environmental Center,http://mec.rst2.edu/environment/,2 DeKorte Park Plaza,Lyndhurst,NJ,7071,(201)460-8300,Angela.Cristini@njmeadowlands.gov,Angela Cristini,Environmental Education Intern,Research/Other,,,,,,,,,,,,,,,,
Coconut Grove Intimates,,260 W. 39th Street,New York,NY,10018,6466570568,meghan@cgintimates,Meghan Flannery ,Senior Fashion Designer,"Fashion, Commercial Arts",,,,,,,,,,,,,,,,
Holy Name Medical Center,http://www.holyname.org,718 Teaneck Road,Teaneck,NJ,7666,(201) 833-3000,info@holyname.org,Katherine Emmanouilidis,Marketing and Public Relations,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
American Museum of Natural History ,www.amnh.org,Central Park West at 79th Street,New York,NY,10024-5192,212-769-5857,dkizirian@amnh.org,David Kizirian,herpetology,"Medical, Research/Other",,,,,,,,,,,,,,,,
"BMW of North America, LLC",http://www.bmwusa.com/,150 Chestnut Ridge Road,Woodcliff Lake,NJ,7675,201-571-5113,jeanette.remington@bmwna.com,Jeanette Remington,BMW Service Internship,Research/Other,,,,,,,,,,,,,,,,
Princeton Plasma Physics Laboratory ,www.pppl.gov,100 Stellarator Road ,Princeton ,NJ,8540,(609) 243-2000,NA ,Eliot  Feibush ,Experimental/Theoretical/Computational Physics and Science Education,Research/Other,,,,,,,,,,,,,,,,
Jersey City Public School #23,,143 Romaine Ave ,Jersey City,NJ,7306,(201)915-6490,asalgado@jcboe.org,Mary Beth McAndrew,School Psychology,"Medical, Research/Other",,,,,,,,,,,,,,,,
Becton Dickinson,http://www.bd.com/,1 Becton Dr. ,Franklin Lakes ,NJ,7410,201-847-5534 ,Douglas.Cusato@BD.com,Douglas Cusato,Material Chemistry,Research/Other,,,,,,,,,,,,,,,,
Eighty6,http://www.theeighty6.com/,"19 Franklin Place, Suite 106",Rutherford,NJ,7070,201-741-6657,info@theeighty6.com,Jason Eagleson,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Hackensack Pediatrics,http://hackensackpediatrics.com/,177 Summit Avenue,Hackensack,NJ,7601,201-487-8222,hackensackpediatrics@yahoo.com,Jessica Dorrity,Pediatric Office,Research/Other,,,,,,,,,,,,,,,,
Unicef,uniecf.org,3 UN Plaza,NY,NY,10017,+1 9174126142,dohana@unicef.org,David Ohana,Brand Perception,Research/Other,,,,,,,,,,,,,,,,
"William Katchen, CPA, LLC",,596 Anderson Ave Suite 303,Cliffside Park,NJ,7010,201-943-4449,bill@katchencpa.com,William Katchen,Accounting,Business & Finance,,,,,,,,,,,,,,,,
BMW Group,http://www.bmwusa.com/Standard/Content/ContactUs/,300 Chestnut Ridge Road,Woodcliff Lake,NJ, 07677-7731, 201-571-5113,Jeanette.Remington@bmwna.com,Kevin Healy,Legal Department,"Commercial Arts, Law",,,,,,,,,,,,,,,,
"BMW of North America, LLC",http://www.bmwusa.com/,150 Chestnut Ridge Road,Woodcliff Lake,NJ,7677,201-571-5113,jeanette.remington@bmwna.com,Jeanette Remington,Automotive ,Automotive Engineering,,,,,,,,,,,,,,,,
Donna Degnan,Donnadegnan.com,"149w,36th street",New York,NY,10018-6905,2126294551,Suehorn@donnadegnan.com,Sue Horn,Fashion,Fashion,,,,,,,,,,,,,,,,
Bergen County Tech,Bergen.org,200 Hackensack Ave.,Hackensack,NJ,7601,201-343-6000,wilmul@bergen.org,William Muller,Athletic Director,Research/Other,,,,,,,,,,,,,,,,
Hackensack Pediatrics ,http://www.hackensackpediatrics.com,177 Summit Ave ,Hackensack ,NJ,7601,2014878222,Jessica.hackensackpediatrics@yahoo.com,Jessica  Dorrity,Pediatrics ,Medical,,,,,,,,,,,,,,,,
Felician College Child Care Center,www.felicianchildcare.com,260 South Main Street,Lodi,NJ,7644,973-778-0093, contact@felicianchildcare.com,Kathy Christie,Shadow teachers and the program director,Research/Other,,,,,,,,,,,,,,,,
New Horizon Financial Corp.,,320 Palisade Ave.,Bogota,NJ,7603,(201)489-1118,nhf27@cs.com,Ed Sweeney,Financial Corporation,Business & Finance,,,,,,,,,,,,,,,,
Liberty Science Center,LSC.org,222 Jersey City Blvd,Jersey City,NJ,7035,2012531297,volunteer@lsc.org,Juliann Muller,Science,Research/Other,,,,,,,,,,,,,,,,
Holy Name Medical Center,http://holyname.org/,718 Teaneck Road,Teaneck,NJ,7666,201-833-3051,berthou@holyname.org,Marie Berthou,Pharmacy Department,"Commercial Arts, Medical",,,,,,,,,,,,,,,,
YMCA of Greater Bergen County,ymcagbc.org,360 Main Street,Hackensack,NJ,7601,2014876600,info@ymcagbc.org,Rob Vite,Recreational and Educational Facilities,Computer Science,,,,,,,,,,,,,,,,
Englewood Hospital and Medical Center,http://www.englewoodhospital.com/,350 Engle St,Englewood,NJ,7631,(201)-894-3066,vindra.marsoubian@ehmc.com,Vindra Marsoubian,NICU,Research/Other,,,,,,,,,,,,,,,,
"Law Offices of Gary S. Park, PC",,"120 Sylvan Avenue, Suite 200",Englewood Cliffs,NJ,7632,(201)693-4600,kriskim@garyparklaw.com,"Kris Kim, Esq.",General Office Duties,Research/Other,,,,,,,,,,,,,,,,
Liberty Science Center,lsc.org,222 Jersey City Boulevard,Jersey City,NJ,7305,201-253-1297,volunteer@lsc.org,Juliann Muller,Internship,Research/Other,,,,,,,,,,,,,,,,
Sun Chemical,www.sunchemical.com,631 Central Avenue,Carlstadt,NJ,7072,201-933-4500,richard.durand@sunchemical.com,Richard Durand,Chemical Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Acme Retail Systems,,310 Hudson Street,Hackensack,NJ,7601,2013428988,Ira@acmeretailsystems.com,Ira Weiss,Working on Retail Systems,Computer Science,,,,,,,,,,,,,,,,
American Museum of Natural History,www.amnh.org/, Central Park W & 79th St,New York,NY,10024,(212) 769-5100,marnold@amnh.org,Margaret Arnold,"Herpetology, Natural Sciences","Medical, Research/Other",,,,,,,,,,,,,,,,
United Water,www.unitedwater.com,650 From Road,Paramus,NJ ,7652,845-620-3330,Raymond.Montana@Unitedwater.com,Raymond Montana,Engineering,"Automotive Engineering, Aerospace Engineering",,,,,,,,,,,,,,,,
Anthology Film Archives,http://anthologyfilmarchives.org/,32 Second Avenue,New York City,NY,10003,(212) 505-5181,ava@anthologyfilmarchives.org,Ava Tews,Film,Research/Other,,,,,,,,,,,,,,,,
North Jersey Orthopedic Specialists,http://www.njorthopedics.com,730 Palisade Ave.,Teaneck,NJ,7666,201-353-9000,stevekwak@njorthopedics.com,Steve Kwak,Orthopedic injuries in student athletes,Research/Other,,,,,,,,,,,,,,,,
Township of Saddle Brook,http://www.saddlebrooknj.us/,93 Market Street,Saddle Brook,NJ,7663,201-587-2909,plodico@saddlebrooknj.gov,Peter LoDico,Digital Media,"Computer Science, Digital Media",,,,,,,,,,,,,,,,
Holy Name Medical Center ,www.holyname.org,718 Teaneck Road ,Teaneck,NJ,7666,2018333000,www.holyname.org,Marie Berthou  ,Nursing Unit / Pediatrics ,"Computer Science, Medical",,,,,,,,,,,,,,,,
201 Marketing and Media,http://www.201marketing.com,365 Franklin Ave,Wycoff,NJ,7481,201-265-4942,evan@201marketing.com,Roger Tashjian,Marketing and Media,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
One River School,http://oneriverschool.com/,49 N. Dean Street,Englewood,NJ,7631,973-752-6651,info@oneriverschool.com,Agnes Zabawa,Art School,Commercial Arts,,,,,,,,,,,,,,,,
"Nabil H. Gerges, D.D.S.",,167 Grove Street,Lodi,NJ,7644,973-458-1156,nabilgergeselfar@gmail.com,Nabil Gerges,Dentistry,Medical,,,,,,,,,,,,,,,,
New Horizon Financial Corp.,newhorizonfinancial.com,320 Palisade Ave,Bogota,NJ,7603,(201) 489-1118,nhf@ae.cadaretgrant.com,Edward Sweeney,Business Internship,Business & Finance,,,,,,,,,,,,,,,,
Kaufman Dolowich & Voluck LLP,kdvlaw.com,21 Main St #251,Hackensack,NJ,7601,(201) 708-8239,eoconnell@kdvlaw.com,Ellen O'Connell,Law,Law,,,,,,,,,,,,,,,,
SupplyOne New York,http://www.supplyone.com/,143 Getty Ave,Paterson,NJ,7503,7183927400,lbulwin@supplyone.com,Lori Bulwin,Customer Service Assistant,Research/Other,,,,,,,,,,,,,,,,
BlueSpire Marketing,http://www.bluespiremarketing.com/,"1 Paragon Dr, Suite 150D",Montvale,NJ,7645,2017406121,Serge.Suponitskiy@bluespiremarketing.com,Serge Suponitskiy,Strategic Marketing ,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
Becton Dickinson,www.bd.com,1 Becton Drive,Franklin Lakes,NJ,7417,201-847-5317,david_w_highet@bd.com,David Highet,Medical technology company,"Computer Science, Medical",,,,,,,,,,,,,,,,
Arcari + Iovino Architects,http://www.aiarchs.com/,1 Katherine St,Little Ferry,NJ,7643,2016410600,aiovino@airarchs.com,Anthony Iovino ,Architecture,Computer Science,,,,,,,,,,,,,,,,
Christian Health Care Center,http://www.christianhealthcare.org/,301 Sicomac Ave,Wyckoff ,NJ,7481,2018485200,dfaasse@chccnj.org,Hany Sourial,Shadowing a Physician,Research/Other,,,,,,,,,,,,,,,,
North Jersey Internal Medicine/HUMC,,40 Prospect Ave.,Hackensack ,NJ,7601,2013420066,sahmed@hackensackumc.com,Suhel Ahmed,Medical Office Internship ,Medical,,,,,,,,,,,,,,,,
"Dr. Manoucher Katebian, MD",,274 Summit Ave,Hackensack,NJ,7601,201-342-3800,,Manoucher Katebian,Doctors Office,Research/Other,,,,,,,,,,,,,,,,
Riverside Medical Group,http://www.riversidemedgroup.com/store_locator/saddle-brook/,299 Market Street,Saddle Brook,NJ,7663,201-368-0004,ojuya@riversidemedgroup.com,Paul Wiener,Physical Therapy,Medical,,,,,,,,,,,,,,,,
Professional Physical Therapy,www.professionalpt.com,776 Rt. 17 North,Paramus,NJ,7652,(201) 444-1177,,Jason Barone,Physical Therapy,Medical,,,,,,,,,,,,,,,,
HackensackUMC at Pascack Valley,www.hackensackumcpv.com,250 Old Hook Road,Westwood,NJ,7675,201-383-1019,Jenna.Lowe@hackensackumcpv.com,Jenna Lowe,Nursing,Research/Other,,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com/,17 Legion Pl.,Rochelle Park,NJ,7662,201-227-7569 ,info@sterlingmedicaldevices.com,Dana Sterling,Marketing ,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
The Valley Hospital,http://www.valleyhealth.com/valley_hospital_default.aspx,1 Valley Health Plaza,Paramus,NJ,7652,201-447-8138,kmarave@valleyhealth.com,Katie Maraventano,Pharmacy,Medical,,,,,,,,,,,,,,,,
Dr Schar USA Inc,www.schar.com,1050 Wall Street West Suite 370, Lyndhurst,NJ,7071,201-355-8470,anne.lee@drschar.com,Anne  Lee,Business ,Business & Finance,,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com/,"218 Rte 17 North, Suite 406A",Rochelle Park,NJ,7662,201-227-7569 x2,info@sterlingmedicaldevices.com,Steve  Hartman,Computer Science/Engineering,"Computer Science, Automotive Engineering, Aerospace Engineering, Research/Other",,,,,,,,,,,,,,,,
Palisades Medical Center,www.palisadesmedical.org,7600 River Rd.,North Bergen,NJ,7047,201-854-5011,dwhitley@palisadesmedical.org,Denise  Whitley,Medical,Medical,,,,,,,,,,,,,,,,
Palisades Medical Center,www.palisadesmedical.org,7600 River Road,North Bergen,NJ,7047,201-854-5011,dwhitley@palisadesmedical.org,Denise Whitley,Medical/Nursing ,Medical,,,,,,,,,,,,,,,,
Congressman Bill Pascrell's Office,,"200 Federal Plaza, Suite 500",Paterson,NJ,7505,973-523-5152,orville.morales@mail.house.gov,Orville Morales,Internship,Research/Other,,,,,,,,,,,,,,,,
Sterling Medical Devices,http://sterlingmedicaldevices.com/,17 Legion Place,Rochelle Park,NJ,7662, 201-227-7569 x2,dana@sterlingmedicaldevices.com,Dana Sterling,Marketing,"Digital Media, Business & Finance",,,,,,,,,,,,,,,,
